"Upload, post, email, transmit or otherwise make available any unsolicited or unauthorized advertising, promotional materials, ""junk mail,"" ""spam,"" ""chain letters,"" ""pyramid schemes,"" or any other form of solicitation, except in those areas (such as shopping) that are designated for such purpose;","Mengunggah, mempublikasikan, memanipulasi, mendistribusikan, menggandakan, menyebarluaskan dan/atau mereproduksi dengan cara maupun dalam bentuk atau format apapun, satu atau lebih iklan, materi promosi, ""email sampah,"" ""spam,"" ""surat berantai,"" ""skema piramida,"" atau bentuk lainnya yang tidak diinginkan dan tidak sah, kecuali di bagian (seperti belanja) yang memang ditunjuk untuk tujuan tersebut","Upload, posting, email, mengirimkan atau menyediakan segala bentuk atau bentuk iklan, materi promosi, ""junk mail,"" ""spam,"" ""surat berantai,"" ""skema piramida,"" atau bentuk lainnya yang tidak diinginkan, kecuali di daerah-daerah (seperti belanja) yang ditujukan untuk tujuan tersebut"
,,
"Upload, post, email, transmit or otherwise make available any material that contains software viruses or any other computer code, files or programs designed to interrupt, destroy or limit the functionality of any part of Futureed;","Mengunggah, mempublikasikan, memanipulasi, mendistribusikan, menggandakan, menyebarluaskan dan/atau mereproduksi dengan cara maupun dalam bentuk atau format apapun, satu atau lebih Konten apapun yang mengandung virus atau kode komputer lainnya, file atau program yang dirancang untuk mengganggu, merusak atau membatasi fungsi dari setiap bagian dari Futureed","Upload, posting, email, mengirimkan atau menyediakan bahan apa pun yang mengandung virus atau kode komputer lainnya, file atau program yang dirancang untuk mengganggu, merusak atau membatasi fungsi dari setiap bagian dari Futureed"
,,
"Disrupt the normal flow of dialogue, cause a screen to ""scroll"" faster than other users of the Service are able to type, or otherwise act in a manner that negatively affects other users","Mengganggu aliran dialog, membuat layar ""berpindah"" lebih cepat yang menyebabkan pengguna lain tidak dapat mengetik, atau melakukan tindakan mempengaruhi pengguna lain secara negatif","Mengganggu aliran normal dialog, membuat layar ""menggulung"" lebih cepat pengguna lain dari Layanan untuk mengetik, atau melakukan tindakan dengan cara yang negatif mempengaruhi pengguna lain "
,,
"Interfere with or disrupt the service of Futureed Pte Ltd or another person\s","Mengganggu atau mengacaukan layanan dari Futureed Pte Ltd atau orang lain","Interfere with or disrupt the service of Futureed Pte Ltd or another person \ s"
,,
"Intentionally or unintentionally violate any applicable law, statute, ordinance, regulation, rule or code, including, but not limited to, any regulations, rules, notices, instructions or directives of any regulatory body or authority, governmental agency or national or other securities exchange ;","Dengan sengaja atau tidak sengaja melanggar hukum yang berlaku, undang-undang, peraturan, regulasi, aturan atau kode, termasuk tapi tidak terbatas pada setiap regulasi, peraturan, pemberitahuan, instruksi atau arahan dari badan atau otoritas hukum, lembaga pemerintah atau bursa efek lainnya;","Sengaja atau tidak sengaja melanggar hukum yang berlaku, undang-undang, Peraturan, regulasi, aturan atau kode, Termasuk, tapi tidak terbatas pada, setiap Peraturan, aturan, pemberitahuan, instruksi atau arahan dari badan atau otoritas peraturan, Governmental lembaga atau surat berharga nasional atau lainnya pertukaran ;"
,,
"Provide material support or resources (or to conceal or disguise the nature, location, source, or ownership of material support or resources) to any organization(s) designated by Singapore, your country or the United States government as a foreign terrorist organization;","Menyediakan materi pendukung atau cara-cara (atau menyembunyikan atau menyamarkan asal, lokasi, sumber atau kepemilikan dari materi pendukung atau cara-cara) kepada organisasi teroris manapun.","Provide material support or resources (or to conceal or disguise the nature, location, source, or ownership of material support or resources) to any organization (s) designated by Singapore, your country or the United States government as a foreign terrorist organization;"
,,
"""stalk"" or otherwise harass another;","""membuntuti"" atau melecehkan orang lain;","""Tangkai"" atau melecehkan lain;"
,,
"Commit any fraudulent or unlawful act, whether in relation to any third party provider of products and services on the Service or otherwise and/or","Melakukan penipuan atau tindakan melanggar hukum yang berhubungan dengan penyedia produk dan jasa dari pihak ketiga ataupun","Commit any fraudulent or unlawful act, whether in relation to any third party provider of products and services on the Service or otherwise and / or"
,,
"Collect or store personal data about other users in connection with the prohibited conduct and activities set forth in this agreement;","Mengumpulkan atau menyimpan data pribadi pengguna lain yang berhubungan dengan perilaku dan aktifitas yang dilarang dalam perjanjian ini","Mengumpulkan atau menyimpan data pribadi pengguna lain sehubungan dengan PERILAKU dilarang ditetapkan dalam ini dan perjanjian hoạt;"
,,
"Create, display, transmit, or obtain materials that poses a threat to or adversely affects the national security of Singapore","Membuat, mempertunjukkan, mengirimkan atau memperoleh materi yang bisa menimbulkan ancaman dan kerugian terhadap keamanan negara Singapura","Create, display, transmit, or obtain materials that poses a threat to or adversely affects the national security of Singapore"
,,
"Create, display, transmit, or obtain materials that poses a threat to or adversely affects racial harmony in Singapore;","Membuat, mempertunjukkan, mengirimkan atau memperoleh materi yang bisa menimbulkan ancaman dan kerugian terhadap keharmonisan ras di Singapura","Membuat, menampilkan, mengirimkan, atau menimbulkan ancaman CO bahan awam atau merugikan mempengaruhi keharmonisan ras ke Singapura di;"
,,
"Create, display, transmit, or obtain materials that violates intellectual property laws;","Membuat, mempertunjukkan, mengirimkan atau memperoleh materi yang melanggar hak kekayaan atas intelektual","Create, display, transmit, or obtain materials that violates intellectual property laws;"
,,
"Use of machines, computers, scripts, ""bots"" or any automated system on Futureed Pte Ltd is strictly prohibited and may result in criminal liability. Futureed Pte Ltd may terminate and permanently disqualify any User who, in its sole discretion, determines as being in violation of these Terms of Service. All decisions by Futureed Pte Ltd are final;","Penggunaan mesin, komputer, skrip, ""bots"" atau sistem otomatis pada Futureed Pte Ltd adalah dilarang dan akan diambil tindakan hukum sesuai dengan ketentuan hukum yang berlaku. Futureed Pte Ltd dapat menutup dan menghapus pengguna secara permanen yang terbukti melanggar Syarat dan Ketentuan ini. Segala keputusan oleh Futureed Pte Ltd adalah final;","Penggunaan mesin, komputer, skrip, ""bots"" atau mana-mana sistem automatik di Hadapan Pte Ltd adalah dilarang mengakibatkan liabiliti jenayah dan menjahit. Niaga Hadapan Pte Ltd menamatkan dan selama-lamanya membatalkan penyertaan mana-mana Pengguna pakaian yang, pada bicara budi nó, menentukan sebagai melanggar Terma Perkhidmatan. Semua Keputusan adalah muktamad oleh Futureed Pte Ltd;"
,,
"Futureed Pte Ltd may include hyperlinks to Websites operated by parties other than Futureed Pte Ltd including advertisers and other content providers. Those sites may collect data or solicit personal information from you. Futureed Pte Ltd does not control such Websites, and is not responsible for their content, privacy policies, or for the collection, use or disclosure of any information those sites may collect.","Futureed Pte Ltd dapat memasang tautan ke Situs yang dioperasikan oleh pihak selain Futureed Pte Ltd termasuk pengiklan dan penyedia konten lainnya. Situs ini dapat mengumpulkan data pribadi anda. Futureed Pte Ltd tidak mengontrol penggunaan situs tersebut dan tidak bertanggung jawab terhadap konten, kebijakan privasi dan informasi yang dikumpulkan.","Futureed Pte Ltd may include hyperlinks to Websites operated by parties other than Futureed Pte Ltd including pengiklan and other content providers. Those sites may mengumpulkan data or solicit personal information from you. Futureed Pte Ltd does not control seperti Websites, and is not responsible for their content, privacy policies, or for the collection, use or disclosure of any information those sites may collect."
,,
"Futureed Pte Ltd and KCGA makes no guarantee of the accuracy, correctness, or completeness of any information on these web pages, surveys, databases, or results, and are not responsible for a) any errors or omissions arising from the use of such information; 2) any failures, delays, or interruptions in the delivery of any content or services contained on our servers; or 3) losses or damages arising from the use of the content or services provided by us.","Futureed Pte Ltd dan KCGA tidak menjamin keakuratan, kebenaran atau kelengkapan dari segala informasi yang ada di dalam situs, survei, database atau hasil. Futureed Pte Ltd dan KCGA tidak bertanggung jawab atas 1) segala kesalahan atau kelalaian yang timbul dari penggunaan informasi tersebut; 2) segala kegagalan, keterlambatan atau gangguan yang timbul dari penyampaian konten yang ditempatkan dalam server kami; atau 3) kerugian atau kerusakan atas konten atau layanan yang disediakan oleh kami.","Futureed Pte Ltd dan KCGA Membuat ada jaminan Pada keakuratan, kebenaran, atau kelengkapan informasi di web Nhung halaman, survei, database, atau hasil, dan tidak bertanggung jawab atas a) setiap kesalahan atau kelalaian yang timbul dari penggunaan 'informasi tersebut; 2) setiap KEGAGALAN, semua penundaan, atau gangguan dalam pengiriman konten atau layanan yang terdapat pada server kami; atau 3) kerugian yang timbul dari penggunaan atau Kerusakan dari konten atau layanan yang disediakan oleh kami."
,,
"Intellectual Property Rights","Hak Kekayaan Intelektual","Intellectual Property Rights"
,,
"Unless otherwise indicated, KCGA or its licensors own and retain all proprietary rights in the website and all material and information posted thereon, including without limitation photographs, text, graphics, logos, icons, content, sound recording, tutorials, audio/visual clips and design (collectively, ""Content"").<br/>All of the materials contained on the Website are copyrighted, except where explicitly noted otherwise.<br/>The Futureed Pte Ltd site may be used only by you and your employees, or individuals under your control and/or supervision.<br/>These Terms and Conditions of Use do not grant to or create in the Customer, any user, or any other person any proprietary interest or intellectual property rights in or to the Futureed Pte Ltd site or any assessment tools, or information or other content comprising or available on the Futureed Pte Ltd site.<br/>You may not use, copy, reproduce, republish, upload, post, transmit, distribute, or modify the trademarks or the Content, without the express permission of Futureed Pte Ltd in each instance, unless such Content is posted by you.<br/>The use of Futureed Pte Ltd or KCGA copyrighted materials on any other website is strictly prohibited.<br/>Futureed Pte Ltd and KCGA will aggressively enforce its intellectual property rights to the fullest extent of the law, including the seeking of criminal prosecution.","Terkecuali dinyatakan, semua isi, konten, materi, data, deskripsi, gambar maupun informasi yang ditampilkan pada Situs maupun yang ditempatkan atau terdapat dalam Situs termasuk tetapi tidak terbatas pada teks, grafik, logo, tombol ikon, materi, rekaman suara, tutorial, klip video/audio, dan desain (secara kolektif, ""Konten"") serta data Pemasok (termasuk pemasok konten) sepenuhnya merupakan milik KCGA atau pemegang lisensinya yang dilindungi oleh undang-undang . <br/> Segala materi yang tersedia dalam Situs adalah hak cipta dari KCGA, kecuali dinyatakan.<br/> Situs Futureed Pte Ltd hanya boleh digunakan oleh Anda dan pegawai Anda atau individu yang berada di bawah kontrol/supervisi Anda. <br/> Syarat dan Ketentuan ini tidak memberikan izin kepada Anda, semua pengguna, ataupun orang lain yang tertarik dengan hak milik, hak kekayaan intelektual, sarana latihan, atau informasi atau konten lainnya yang tersedia di situs Futreed Pte Ltd.<br/> Anda tidak diizinkan untuk menggunakan, mempublikasikan, memanipulasi, mendistribusikan, menggandakan, menyebarluaskan dan/atau mereproduksi, memodifikasi, dengan cara maupun dalam bentuk atau format apapun, satu atau lebih isi, konten, materi, data, deskripsi, gambar maupun informasi yang ditampilkan pada Situs maupun salinannya untuk keperluan apapun termasuk tetapi tidak terbatas untuk keperluan bisnis Anda maupun dalam rangka kerjasama dengan pihak manapun tanpa izin tertulis dari Futureed Pte Ltd, kecuali konten yang dipublikasikan oleh Anda.<br/>Segala penggunaan atas hak cipta Futureed Pte Ltd atau KCGA yang terdapat di situs lain adalah dilarang. <br/>Dalam hal kami mengetahui adanya pelanggaran hak atas kekayaan intelektual, kami dapat mengambil tindakan hukum sesuai dengan ketentuan hukum dan peraturan perundang-undangan yang berlaku.","Neu dinyatakan, KCGA atau tidak ada lisensinya memiliki semua hak milik sendiri dan di website dan semua materi dan informasi yang diposting di atasnya, tanpa Foto batasan gom, teks, grafik, logo, ikon, konten, rekaman suara, tutorial, klip audio / visual dan desain (secara kolektif, ""Konten""). Semua bahan yang terkandung <br/> di website yang berhak cipta, kecuali jika dinyatakan Cai. <br/> Futureed Pte Ltd situs sayangnya hanya oleh Anda dan kotoran karyawan của, atau individu di bawah kontrol của dan / atau pengawasan. <br/> Syarat dan Ketentuan Penggunaan tidak memberikan atau membuat di Nasabah, setiap pengguna, setiap orang atau hak kekayaan intelektual lainnya atau kepentingan dalam atau ke Futureed Pte Ltd atau alat penilaian situs, atau informasi lain atau konten atau tersedia pada Futureed terdiri Pte Ltd situs. <br/> Anda tidak dapat menggunakan, menyalin, mereproduksi, menerbitkan, upload, memasang, mengirimkan, mendistribusikan, atau memodifikasi Merek Dagang atau konten, tanpa izin dari Futureed Pte Ltd di setiap contoh, Neu vd konten yang diposting oleh Anda. <br/> penggunaan Futureed Pte Ltd atau bahan KCGA berhak cipta lainnya pada website ini Strictly dilarang. <br/> Pte Futureed Ltd dan KCGA no se agresif menegakkan hak kekayaan intelektual untuk sepenuhnya dari hukum, mencari kriminal Kejaksaan GOM."
,,
"Confidential Information","Informasi Konfidensial","Confidential Information"
,,
"Confidential Information includes these terms, statements of work, license agreements, business and marketing plans and strategies, non-public business and technology information, trade secrets, Content included in assessments by you, any written materials marked as confidential and any other information, including visual and oral information, which reasonably should be understood to be confidential.<br/>Futureed Pte Ltd will use commercially reasonable technology, industry best practices to ensure the integrity and security of all Confidential Information with respect to theft, piracy, and unauthorized access.","Informasi Konfidensial berisi hal, laporan pekerjaan, perjanjian lisensi, strategi bisnis dan marketing, non-publik bisnis dan informasi teknologi, rahasia dagang, Konten yang tercantum dalam latihan Anda, segala tulisan yang mencantumkan konfidensial secara jelas dan segala informasi termasuk informasi visual dan oral yang dianggap sebagai konfidensial.<br/> Futureed Pte Ltd akan menggunakan teknologi yang tersedia secara komersial dan terbaik untuk memastikan integritas dan keamanan Informasi Konfidensial dari ancaman pencurian, pembajakan dan akses yang tidak sah.","Trừ khi các nguồn tài nguyên quy định khác, KCGA hoặc PHÉP mình sở hữu và giữ lại tất cả các quyền sở hữu trong các trang web và tất cả các tài liệu và thông tin được đăng báo, bao gồm mà không ảnh giới hạn, văn bản, đồ họa, logo, biểu tượng, nội dung, ghi âm, hướng dẫn, âm thanh / clip và hình ảnh thiết kế (Nói chung, ""Nội dung""). Hãy Tất cả các tài liệu trên trang web có bản quyền, trừ trường hợp cần chú ý một cách rõ ràng. <br/> các trang web Futureed Pte Ltd chỉ có thể được sử dụng bởi bạn và nhân viên của bạn, hoặc cá nhân thuộc quyền kiểm soát và / hoặc giám sát của bạn. <br/> Nhận xét các Điều khoản và Điều kiện sử dụng không cấp hoặc tạo ra trong các khách hàng, bất cứ người nào, hoặc bất kỳ người nào khác bất kỳ quyền lợi hay sở hữu trí tuệ độc quyền trong hoặc cho Futureed Pte Ltd hoặc bất kỳ công cụ đánh giá trang web, hoặc các thông tin khác hoặc nội dung Gồm hoặc có sẵn trên trang web Futureed Pte Ltd. Hãy Bạn có thể không sử dụng, sao chép, tái sản xuất, tái xuất bản, tải lên, đăng, truyền tải, phân phối, hoặc sửa đổi nhãn hiệu hàng hoá Nội dung, mà không có sự cho phép của Futureed Pte Ltd tại mỗi trường hợp, trừ khi nội dung đó được gửi bởi bạn. <br/> việc sử dụng Futureed Pte Ltd KCGA hoặc có bản quyền tài liệu trên bất kỳ trang web khác bị nghiêm cấm. Hãy Futureed Pte Ltd và KCGA mạnh sẽ thực thi quyền sở hữu trí tuệ của mình đến mức tối đa của pháp luật, bao gồm việc tìm kiếm bị truy tố hình sự."
,,
"Indemnity Obligation","Ganti Rugi","Indemnity Kewajiban"
"To the extent allowed by law, you agree to indemnify and hold harmless KCGA against any and all claims and expenses, including reasonable attorneys’ fees, arising from the use of KCGA products, services and this web site.<br/>This indemnification expressly includes your responsibility for any and all liability arising from the violation or infringement of copyrights, trademarks or other proprietary rights and from the use of any libelous or unlawful material contained submitted.","Sejauh diizinkan oleh hukum, Anda setuju untuk mengganti kerugian dan membebaskan KCGA dari setiap klaim dan pengeluaran, termasuk biaya pengacara, yang timbul dari penggunaan produk, layanan dan situs KCGA.<br/> Ganti rugi ini juga termasuk tanggung jawab Anda terhadap segala kewajiban yang muncul akibat pelanggaran terhadap hak cipta, merek dagang atau hak milik dan penggunaan terhadap materi yang menyebabkan pencemaran nama atau pelanggaran hukum.","Sejauh diizinkan oleh hukum, Anda setuju untuk mengganti kerugian dan menjaga setiap dan semua salahnya KCGA Terhadap klaim dan pengeluaran, termasuk biaya pengacara yang wajar, yang timbul dari penggunaan produk KCGA, layanan dan situs web ini. Ganti rugi ini tegas <br/> termasuk setiap dan semua của Tanggung jawab untuk kewajiban yang timbul dari pelanggaran hak cipta atau pelanggaran, atau hak kepemilikan lainnya dan Merek Dagang dari setiap kotoran memfitnah atau materi yang melanggar hukum yang diajukan terkandung."
,,
"Right To Terminate","Hak Untuk Memutuskan","Hak Untuk Hentikan"
,,
"KCGA reserves the right to suspend or terminate your use of the web site and the services at any time, without notice, if you are found in violation of our terms in this agreement.","KCGA berhak untuk menangguhkan atau memutuskan penggunaan Anda dari situs dan layanan kami setiap saat, tanpa pemberitahuan, jika Anda ditemukan melanggar persyaratan kami dalam perjanjian ini.","Berhak untuk menangguhkan KCGA atau menghentikan penggunaan Anda dari situs Web dan layanan setiap saat, tanpa pemberitahuan, jika Anda ditemukan melanggar persyaratan kami dalam perjanjian ini."
,,
"DISCLAIMER","PERNYATAAN PENYANGKALAN","DISCLAIMER"
,,
"FUTUREED PTE LTD IS PROVIDED ""AS IS"" AND ""WITH ALL FAULTS,"" AND WITHOUT WARRANTY OF ANY KIND, AND USE OF FUTUREED PTE LTD IS AT CUSTOMER\S","FUTUREED PTE LTD DISEDIAKAN ""SEBAGAIMANA ADANYA"" DAN ""DENGAN SEMUA KESALAHAN,"" DAN TANPA JAMINAN APAPUN, DAN PENGGUNAAN FUTUREED PTE LTD ADA PADA PELANGGAN","FUTUREED PTE LTD disediakan ""SEBAGAIMANA ADANYA"" DAN ""DENGAN SEMUA Kesalahan,"" TANPA JAMINAN APAPUN DAN, DAN PENGGUNAAN PELANGGAN FUTUREED PTE LTD IS AT \ S"
,,
"TO THE MAXIMUM EXTENT PERMITTED BY APPLICABLE LAW, KCGA SHALL NOT BE LIABLE TO THE CUSTOMER, ANY USER, OR ANY OTHER PERSON FOR ANY SPECIAL, INCIDENTAL, INDIRECT, COLLATERAL, CONSEQUENTIAL, EXEMPLARY, OR PUNITIVE DAMAGES, WHETHER IN ANY ACTION OR CONTRACT, EQUITY, STRICT LIABILITY, TORT (INCLUDING, BUT NOT LIMITED TO, NEGLIGENCE) OR OTHER THEORY OF LIABILITY (INCLUDING, BUT NOT LIMITED TO, BREACH OF WARRANTY) ARISING OUT OF OR IN ANY WAY CONNECTED WITH OR RELATING TO THE USE OR PERFORMANCE OF OR INABILITY TO USE FUTUREED PTE LTD OR ANY ERROR, OMISSION OR INACCURACY CONTAINED IN, ANY DATA, INFORMATION, RECORD OR RESULTS OBTAINED THROUGH OR RESULTING FROM THE USE OF FUTUREED PTE LTD OR FROM ANY LOSS OR CORRUPTION OF DATA OR OTHER INFORMATION OR RECORD, EVEN IF KCGA HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES OR SUCH POSSIBILITY WAS REASONABLY FORESEEABLE INCLUDING (BUT NOT LIMITED TO) DAMAGES FOR LOSS OF USE, FOR DELAY, LOSS OF BUSINESS, LOSS OF REVENUE, PROFITS OR SAVINGS, BUSINESS INTERRUPTION LOSS, LOSS OR CORRUPTION OF DATA OR OTHER INFORMATION OR RECORD, LOSS OF PRIVACY, AND LOSS OF GOODWILL, AND LIABILITY TO THIRD PARTIES, ARISING OUT OF OR IN ANY WAY CONNECTED WITH OR RELATED TO THE USE OR PERFORMANCE OF OR INABILITY TO USE FUTUREED PTE LTD OR ARISING OUT OF OR IN ANY WAY CONNECTED WITH OR RELATING TO THE USE OR INABILITY TO USE ANY DATA OR OTHER INFORMATION, RECORD, OR RESULTS OBTAINED THROUGH OR RESULTING FROM THE USE OF OR INABILITY TO USE FUTUREED PTE LTD , ANY LOSS OR CORRUPTION OF DATA OR OTHER INFORMATION OR RECORD, OR ARISING FROM ANY FAILURE TO MEET ANY DUTY, INCLUDING (BUT NOT LIMITED TO) ANY DUTY OF GOOD FAITH OR TO EXERCISE COMMERCIALLY REASONABLE CARE, OR ARISING OUT OF ANY COURSE OF DEALING, COURSE OF PERFORMANCE, USAGE OR TRADE, OR OTHERWISE, EVEN IF KCGA OR FUTUREED PTE LTD WAS ADVISED OF THE POSSIBILITY OF SUCH DAMAGES OR IF SUCH POSSIBILITY WAS REASONABLY FORESEEABLE.","SEJAUH DIIZINKAN OLEH HUKUM YANG BERLAKU, KCGA TIDAK DIBEBANKAN ATAS SEGALA KERUGIAN YANG TERJADI SECARA TAK TERDUGA, TIDAK LANGSUNG, TAMBAHAN, KONSEKUENSIAL, PENGECUALIAN ATAU AKIBAT HUKUM, BAIK DALAM SEGALA AKSI ATAU KONTRAK, EKUITAS, KEWAJIBAN, KESALAHAN (TERMASUK TAPI TIDAK TERBATAS PADA KELALAIAN) ATAU TEORI KEWAJIBAN LAINNYA (TERMASUK TAPI TIDAK TERBATAS PADA PELANGGARAN JAMINAN) YANG MUNCUL DARI SEGALA CARA YANG BERHUBUNGAN DENGAN KETIDAKMAMPUAN PENGGUNAAN FUTUREED PTE LTD ATAU KESALAHAN, KELALAIAN ATAU KETIDAKAKURATAN LAINNYA YANG TERCANTUM DALAM SEGALA DATA, INFORMASI, REKAMAN ATAU HASIL YANG DIDAPAT MELALUI ATAU TERJADI DARI PENGGUNAAN FUTUREED PTE LTD, ATAU DARI SEGALA KEHILANGAN ATAU KERUSAKAN DATA, INFORMASI DAN REKAMAN, WALAUPUN KCGA TELAH DIBERITAHU MENGENAI KEMUNGKINAN KERUGIAN TERSEBUT ATAU KEMUNGKINAN KERUGIAN YANG BISA DIPREDIKSI TERMASUK (TAPI TIDAK TERBATAS PADA) KERUSAKAN AKIBAT PENYALAHGUNAAN, KETERLAMBATAN, KERUGIAN BISNIS, KERUGIAN PENDAPATAN, KEUNTUNGAN ATAU SIMPANAN, INTERUPSI BISNIS, KERUSAKAN DATA ATAU INFORMASI LAINNYA ATAU REKAMAN, KEHILANGAN PRIVASI DAN KEHILANGAN JASA DAN KERUGIAN TERHADAP PIHAK KETIGA YANG MUNCUL DARI SEGALA CARA YANG BERHUBUNGAN DENGAN PERFORMA ATAU KETIDAKMAMPUAN DALAM PENGGUNAAN FUTUREED PTE LTD ATAU KETIDAKMAMPUAN DALAM MENGGUNAKAN DATA, INFORMASI, REKAMAN ATAU YANG MUNCUL DARI KEGAGALAN UNTUK MEMENUHI TUGAS, TERMASUK (TAPI TIDAK TERBATAS PADA) KETULUSAN ATAU MELAKSANAKAN PERHATIAN YANG WAJAR SECARA KOMERSIAL, ATAU YANG MUNCUL DARI TRANSAKSI, PERFORMA, PENGGUNAAN ATAU PERDAGANGAN, ATAU DALAM KEADAAN LAIN, WALAUPUN KCGA TELAH DIBERITAHU MENGENAI KEMUNGKINAN KERUGIAN TERSEBUT ATAU KEMUNGKINAN KERUGIAN YANG BISA DIPREDIKSI.,","TO THE MAXIMUM extent permitted BY applicable LAW, KCGA shall not BE liable TO THE CUSTOMER, ANY USER, OR ANY OTHER PERSON FOR ANY SPECIAL, incidental, indirect, collateral, CONSEQUENTIAL, EXEMPLARY, OR punitive damages, whether IN ANY ACTION OR CONTRACT, EQUITY, strict LIABILITY, GUGATAN (INCLUDING, BUT NOT LIMITED TO, negligence) OR OTHER THEORY OF LIABILITY (INCLUDING, BUT NOT LIMITED TO, breach of WARRANTY) ARISING OUT OF OR IN ANY WAY connected WITH OR relating to THE USE OR PERFORMANCE OF OR inability TO USE FUTUREED PTE LTD OR ANY ERROR, omission OR INACCURACY CONTAINED IN, ANY DATA, INFORMATION, RECORD OR RESULTS diperoleh THROUGH OR resulting FROM THE USE OF FUTUREED PTE LTD OR FROM ANY LOSS OR CORRUPTION OF DATA OR OTHER INFORMATION OR RECORD, EVEN IF KCGA HAS BEEN advised OF THE possibility OF SUCH damages OR SUCH possibility WAS reasonably FORESEEABLE INCLUDING (BUT NOT LIMITED TO) damages FOR LOSS OF USE, FOR DELAY, LOSS OF BUSINESS, LOSS OF REVENUE, Profits OR Savings, BUSINESS interruption LOSS, LOSS OR CORRUPTION OF DATA OR OTHER INFORMATION OR RECORD, LOSS OF PRIVACY, AND LOSS OF goodwill, AND LIABILITY TO THIRD PARTIES, ARISING OUT OF OR IN ANY WAY connected WITH OR RELATED TO THE USE OR PERFORMANCE OF OR inability TO USE FUTUREED PTE LTD OR ARISING OUT OF OR IN ANY WAY connected WITH OR relating to THE USE OR inability TO USE ANY DATA OR OTHER INFORMATION, RECORD, OR RESULTS diperoleh THROUGH OR resulting FROM THE USE OF OR inability TO USE FUTUREED PTE LTD, ANY LOSS OR CORRUPTION OF DATA OR OTHER INFORMATION OR RECORD, OR ARISING FROM ANY FAILURE TO MEET ANY DUTY, INCLUDING (BUT NOT LIMITED TO) ANY DUTY OF GOOD FAITH OR TO EXERCISE COMMERCIALLY reasonable CARE, OR ARISING OUT OF ANY COURSE OF DEALING, COURSE OF PERFORMANCE, USAGE OR TRADE, OR otherwise, EVEN IF KCGA OR FUTUREED PTE LTD WAS advised OF THE possibility OF SUCH damages OR IF SUCH possibility WAS reasonably FORESEEABLE."
,,
"TO THE MAXIMUM EXTENT PERMITTED BY APPLICABLE LAW, KCGA\S","SEJAUH DIIZINKAN OLEH HUKUM YANG BERLAKU, KCGA","ATAS MAKSIMAL SEJAUH HUKUM YANG BERLAKU OLEH cho, KCGA \ S"
